customer_id,msisdn,first_name,last_name,birth_date,kyc_level,registration_date,country_code,region,customer_status,account_balance
CUST-001000058,+225660216429,Moussa,Faye,1956-12-05,LEVEL_2,2024-04-18,CIV,Bouaké,ACTIVE,418955.86
CUST-001000059,+224606675489,Mariétou,Faye,1975-02-12,LEVEL_1,2025-07-09,GIN,Kankan,ACTIVE,74196.23
CUST-001000060,+224663543375,Ngoné,Cheikhna,1986-07-21,LEVEL_2,2021-12-01,GIN,Kankan,ACTIVE,377021.96
CUST-001000061,+221695399826,Drissa,Dieye,1990-09-07,LEVEL_2,2023-04-26,SEN,Dakar,ACTIVE,351725.19
CUST-001000062,+221722267913,Naby,Compaoré,1959-01-12,LEVEL_2,2024-08-11,SEN,Ziguinchor,ACTIVE,418104.93
CUST-001000063,+224791296882,Talla,Gueye,1957-01-24,LEVEL_0,2025-04-12,GIN,Mamou,ACTIVE,55140.69
CUST-001000064,+221645040940,Pape,Cheikhna,1989-04-23,LEVEL_1,2022-09-11,SEN,Diourbel,ACTIVE,242815.25
CUST-001000065,+221736100194,Ibrahima,Diop,1987-10-06,LEVEL_2,2023-05-27,SEN,Kaffrine,ACTIVE,476849.47
CUST-001000066,+221713140093,Moussa,Gueye,1995-04-16,LEVEL_1,2022-08-11,SEN,Dakar,ACTIVE,487257.42
CUST-001000067,+225694151739,Daouda,Faye,1987-10-13,LEVEL_2,2024-11-16,CIV,Abidjan,ACTIVE,373965.01
CUST-001000068,+223662483074,Salimata,Mané,2006-05-24,LEVEL_2,2023-06-25,MLI,Kayes,ACTIVE,189399.71
CUST-001000069,+225647674296,Kemo,Seck,1959-02-04,LEVEL_2,2022-10-22,CIV,Bouaké,ACTIVE,150921.16
CUST-001000070,+223795846617,Babacar,Fall,1994-02-19,LEVEL_1,2025-11-07,MLI,Kayes,ACTIVE,385629.97
CUST-001000071,+224602099444,Souleymane,Konaté,1983-06-21,LEVEL_1,2024-10-16,GIN,Nzérékoré,DORMANT,214053.86
CUST-001000072,+223787400927,Penda,Berthé,2005-09-18,LEVEL_2,2025-02-25,MLI,Mopti,ACTIVE,113152.79
CUST-001000073,+221711311207,Mariama,Tall,1973-06-02,LEVEL_2,2023-08-08,SEN,Diourbel,ACTIVE,343462.94
CUST-001000074,+225730582741,Boubacar,Compaoré,1994-07-15,LEVEL_1,2022-05-24,CIV,Bouaké,ACTIVE,404932.46
CUST-001000075,+223768800431,Maïmouna,Sané,1983-11-21,LEVEL_0,2025-10-17,MLI,Mopti,ACTIVE,392339.53
CUST-001000076,+224718754587,Aliou,Sy,1970-02-13,LEVEL_1,2024-11-09,GIN,Faranah,ACTIVE,234035.31
CUST-001000077,+221730289170,Drissa,Konaté,1973-10-07,LEVEL_1,2022-01-08,SEN,Saint-Louis,DORMANT,215567.07
CUST-001000078,+221692024541,Idrissa,Cissé,1992-10-21,LEVEL_2,2025-10-26,SEN,Matam,ACTIVE,425311.49
CUST-001000079,+221761051358,Lansana,Sakho,1966-02-26,LEVEL_1,2022-02-09,SEN,Kédougou,ACTIVE,21699.38
CUST-001000080,+223750133356,Mariétou,Soumah,1990-02-04,LEVEL_2,2024-11-01,MLI,Mopti,ACTIVE,154858.21
CUST-001000081,+221763700835,Aboubacar,Sarr,2007-03-13,LEVEL_0,2025-11-10,SEN,Matam,DORMANT,463121.23
CUST-001000082,+221695846651,Mamadou,Bah,1993-12-02,LEVEL_2,2024-01-05,SEN,Tambacounda,ACTIVE,6489.54
CUST-001000083,+225766991342,Aliou,Ka,1961-04-05,LEVEL_1,2021-06-06,CIV,Man,ACTIVE,152152.67
CUST-001000084,+225629701027,Naby,Kane,1970-02-18,LEVEL_2,2025-05-31,CIV,Abidjan,DORMANT,248664.36
CUST-001000085,+224671327468,Khady,Sow,1979-04-05,LEVEL_1,2025-08-02,GIN,Boké,ACTIVE,364746.7
CUST-001000086,+221667045814,Cheikh,Ka,1968-01-05,LEVEL_2,2024-12-26,SEN,Saint-Louis,ACTIVE,478505.5
CUST-001000087,+221603698652,Bintou,Berthé,1992-01-16,LEVEL_2,2022-04-27,SEN,Ziguinchor,ACTIVE,399733.27
CUST-001000088,+224603631591,Aboubacar,Sow,1980-06-08,LEVEL_2,2021-03-09,GIN,Kindia,ACTIVE,237142.86
CUST-001000089,+225704483654,Naby,Barry,2000-02-28,LEVEL_2,2025-11-16,CIV,Man,ACTIVE,450585.21
CUST-001000090,+221639020302,Abdoulaye,Fall,1978-09-19,LEVEL_2,2023-03-13,SEN,Kolda,ACTIVE,49386.75
CUST-001000091,00224755136870,Ramatou,Diagne,1971-07-11,LEVEL_2,2023-02-23,GIN,Nzérékoré,ACTIVE,171981.21
CUST-001000092,+224764314292,Bineta,Camara,1983-01-22,LEVEL_1,2025-08-24,GIN,Faranah,ACTIVE,333384.29
CUST-001000093,+225723897297,Maïmouna,Touré,1989-11-13,LEVEL_0,2021-12-03,CIV,Korhogo,ACTIVE,21070.73
CUST-001000094,+224790198247,Daouda,Traoré,1962-09-06,LEVEL_0,2025-01-05,GIN,Kindia,ACTIVE,356218.09
CUST-001000095,+223758454353,Khady,Doumbouya,1982-10-02,LEVEL_2,2024-01-15,MLI,Tombouctou,ACTIVE,75928.69
CUST-001000096,+221735041419,Sira,Ouédraogo,1970-06-04,LEVEL_1,2024-12-20,SEN,Sédhiou,ACTIVE,18558.34
CUST-001000097,+224703598785,Modou,Yansané,1967-07-12,LEVEL_0,2023-02-25,GIN,Kindia,ACTIVE,37384.23
CUST-001000098,+221753904313,Awa,Dramé,1955-04-06,LEVEL_2,2025-06-28,SEN,Sédhiou,ACTIVE,349019.63
CUST-001000099,+225633027457,Aboubacar,Compaoré,1992-11-27,LEVEL_0,2022-05-14,CIV,Abidjan,DORMANT,475324.97
CUST-001000100,+225757571833,Mariama,Kourouma,1981-08-09,LEVEL_2,2022-03-25,CIV,Yamoussoukro,ACTIVE,203998.35
CUST-001000101,+221682276727,Aliou,Fall,1989-03-12,LEVEL_2,2021-07-31,SEN,Tambacounda,ACTIVE,44089.74
CUST-001000102,+221691088646,Lansana,Konaté,1998-08-26,LEVEL_2,2021-06-13,SEN,Thiès,ACTIVE,324728.81
CUST-001000103,+225607253270,Mariétou,Traoré,1996-12-12,LEVEL_2,2021-06-09,CIV,Abidjan,ACTIVE,227856.15
CUST-001000104,00221738094518,Cheikh,Kourouma,1974-11-12,LEVEL_2,2024-02-22,SEN,Kaolack,ACTIVE,325383.15
CUST-001000105,+224778739278,Aliou,Bangoura,1984-07-13,LEVEL_2,2022-07-02,GIN,Labé,ACTIVE,14562.04
CUST-001000106,+224794891114,Modou,Niang,2000-11-14,LEVEL_0,2021-03-03,GIN,Labé,ACTIVE,289098.52
CUST-001000107,+221645733783,Diaba,Dembélé,1981-06-17,LEVEL_0,2022-07-29,SEN,Tambacounda,ACTIVE,14274.82
CUST-001000108,+221770375009,Tidiane,Yansané,1965-06-17,LEVEL_2,2024-01-15,SEN,Diourbel,ACTIVE,252791.59
CUST-001000109,+224773752707,Idrissa,Gueye,1990-07-17,LEVEL_0,2024-06-23,GIN,Kindia,ACTIVE,348376.15
CUST-001000110,+223636535080,Idrissa,Bamba,1993-10-17,LEVEL_1,2022-11-12,MLI,Koulikoro,SUSPENDED,344979.97
CUST-001000111,+221743309327,Mohamed,Mboup,1996-07-10,LEVEL_2,2023-11-25,SEN,Louga,ACTIVE,248313.73
CUST-001000112,+224606300690,Aliou,Coulibaly,1968-05-03,LEVEL_1,2022-11-22,GIN,Kindia,ACTIVE,483997.01
CUST-001000113,+225736820942,Naby,Camara,1969-10-23,LEVEL_2,2025-07-07,CIV,Korhogo,ACTIVE,293780.29
CUST-001000114,+224600785401,Moussa,Berthé,1987-10-27,LEVEL_2,2025-07-29,GIN,Faranah,ACTIVE,33132.0
CUST-001000115,+221731963029,Yaya,Sawadogo,2003-01-25,LEVEL_1,2023-07-19,SEN,Dakar,ACTIVE,298913.57
CUST-001000116,+221 777 259262,Mor,Yaméogo,1959-05-07,LEVEL_2,2024-11-20,SEN,Ziguinchor,ACTIVE,227299.65
CUST-001000117,+224777615885,Astou,Bangoura,2002-11-22,LEVEL_0,2024-05-07,GIN,Nzérékoré,ACTIVE,254083.58
CUST-001000118,+225683624723,Saliou,Kaboré,1986-08-05,LEVEL_2,2021-04-05,CIV,Man,ACTIVE,473718.37
CUST-001000119,+224680747606,Mohamed,Ka,1972-11-14,LEVEL_2,2021-06-06,GIN,Mamou,ACTIVE,88908.49
CUST-001000120,+221694258228,Penda,Fall,1964-07-03,LEVEL_2,2025-08-03,SEN,Thiès,DORMANT,86403.69
CUST-001000121,+224631395579,Salimata,Sy,1968-10-03,LEVEL_2,2024-03-23,GIN,Faranah,ACTIVE,262331.86
CUST-001000122,+221649107275,Khady,Diop,2000-10-12,LEVEL_2,2023-12-04,SEN,Sédhiou,ACTIVE,310079.46
CUST-001000123,+221652281243,Issa,Fall,1961-08-07,LEVEL_2,2024-02-07,SEN,Ziguinchor,ACTIVE,208848.82
CUST-001000124,+224676492119,Khadidja,Dramé,1987-11-19,LEVEL_2,2024-09-15,GIN,Mamou,ACTIVE,19671.21
CUST-001000125,+224709315516,Mohamed,Cherif,1996-04-06,LEVEL_1,2024-01-19,GIN,Faranah,ACTIVE,55007.08
CUST-001000126,+221787918137,Drissa,Sarr,1961-10-24,LEVEL_1,2023-03-17,SEN,Diourbel,ACTIVE,54009.93
CUST-001000127,+224745418752,Marème,Fall,1998-12-03,LEVEL_2,2025-09-20,GIN,Faranah,ACTIVE,356850.38
CUST-001000128,+224670005785,Talla,Tall,1990-08-27,LEVEL_1,2023-02-26,GIN,Mamou,ACTIVE,372668.1
CUST-001000129,+221769280963,Fatou,Dia,1992-09-02,LEVEL_0,2025-01-14,SEN,Kaffrine,DORMANT,285187.75
CUST-001000130,+225659614488,Bineta,Kaba,1961-06-18,LEVEL_1,2021-06-28,CIV,Bouaké,ACTIVE,295871.08
CUST-001000131,+224654811972,Mamadou,Kane,1999-12-04,LEVEL_0,2022-09-23,GIN,Kankan,DORMANT,132205.95
CUST-001000132,+221703721716,Seynabou,Coulibaly,2003-04-09,LEVEL_0,2023-08-03,SEN,Matam,ACTIVE,487744.05
CUST-001000133,+223709761253,Bocar,Sidibé,1957-04-04,LEVEL_2,2022-07-27,MLI,Sikasso,ACTIVE,260395.31
CUST-001000134,+221700095132,Mariama,Cheikhna,1959-03-26,LEVEL_2,2024-12-04,SEN,Kédougou,SUSPENDED,137994.28
CUST-001000135,+224601488080,Marème,Cherif,1990-10-27,LEVEL_1,2025-03-10,GIN,Labé,ACTIVE,55357.89
CUST-001000136,+223750863289,Sira,Touré,1996-11-06,LEVEL_1,2023-03-04,MLI,Mopti,ACTIVE,478641.6
CUST-001000137,+223665160002,Sira,Touré,1986-05-17,LEVEL_2,2024-03-01,MLI,Koulikoro,ACTIVE,397325.79
CUST-001000138,+223746112076,Idrissa,Conté,1970-04-16,LEVEL_2,2022-12-25,MLI,Tombouctou,ACTIVE,169144.71
CUST-001000139,+224700923701,Aminata,Fall,1975-10-17,LEVEL_0,2024-09-22,GIN,Labé,DORMANT,74512.75
CUST-001000140,+224699254914,Marème,Ndiaye,1963-05-12,LEVEL_2,2022-02-16,GIN,Boké,DORMANT,120764.51
CUST-001000141,+221729233750,Mor,Soumah,1981-10-23,LEVEL_2,2025-09-21,SEN,Matam,DORMANT,74119.26
CUST-001000142,+221660424087,Ousmane,Faye,1991-08-17,LEVEL_2,2024-09-08,SEN,Kédougou,DORMANT,461771.9
CUST-001000143,+221738921792,Bintou,Tall,1968-03-16,LEVEL_2,2021-03-05,SEN,Kolda,ACTIVE,309796.7
CUST-001000144,+223632843497,Moussa,Dieye,1964-05-14,LEVEL_2,2024-06-21,MLI,Koulikoro,ACTIVE,76474.96
CUST-001000145,+224711634930,Penda,Cheikhna,1988-11-27,LEVEL_2,2025-11-17,GIN,Mamou,ACTIVE,373276.44
CUST-001000146,+224631448549,Abdoulaye,Camara,2007-07-07,LEVEL_2,2022-04-03,GIN,Kankan,ACTIVE,153886.39
CUST-001000147,+225608152719,Aïssatou,Yansané,1984-03-27,LEVEL_2,2022-04-19,CIV,Abidjan,ACTIVE,9013.38
CUST-001000148,+224733323992,Issa,Mané,1987-09-20,LEVEL_2,2024-06-24,GIN,Faranah,CLOSED,69672.08
CUST-001000149,+223662419507,Ibrahima,Sidibé,2005-05-15,LEVEL_1,2022-10-06,MLI,Sikasso,DORMANT,384995.95
CUST-001000150,+221685501462,Mafoudia,Mboup,1998-03-25,LEVEL_2,2022-11-14,SEN,Kaolack,ACTIVE,365530.41
CUST-001000151,+221687679678,Abdoulaye,Sané,1971-11-07,LEVEL_2,2025-08-29,SEN,Thiès,ACTIVE,406166.45
CUST-001000152,+225641393757,Souleymane,Sow,1965-08-16,LEVEL_2,2022-09-24,CIV,San-Pédro,ACTIVE,127584.11
CUST-001000153,+225731505873,Rokhaya,Wade,1959-05-21,LEVEL_2,2022-10-15,CIV,San-Pédro,ACTIVE,489574.52
CUST-001000154,+221792726563,Souaïbou,Sawadogo,1995-04-25,LEVEL_2,2024-08-12,SEN,Matam,ACTIVE,247698.94
CUST-001000155,+224703848375,Sékou,Cissé,1980-10-18,LEVEL_2,2022-11-13,GIN,Labé,ACTIVE,455604.61
CUST-001000156,+224753763787,Ndèye,Niang,2000-03-22,LEVEL_1,2025-05-18,GIN,Kankan,ACTIVE,88730.42
CUST-001000157,+225691972423,Drissa,Doumbouya,1969-04-17,LEVEL_2,2022-11-13,CIV,Bouaké,ACTIVE,16681.11
CUST-001000158,+224763203648,Khady,Sakho,1966-02-07,LEVEL_2,2022-05-12,GIN,Labé,DORMANT,123284.2
CUST-001000159,+221689260368,Astou,Dia,1984-07-09,LEVEL_2,2024-11-16,SEN,Diourbel,ACTIVE,88269.16
CUST-001000160,+224671002823,Souaïbou,Doumbia,1985-07-28,LEVEL_2,2021-08-02,GIN,Faranah,ACTIVE,64743.79
CUST-001000161,+224611674531,Drissa,Seck,1998-06-06,LEVEL_1,2021-09-11,GIN,Faranah,SUSPENDED,19980.93
CUST-001000162,+225762384621,Ndèye,Sané,1958-02-08,LEVEL_1,2025-08-04,CIV,San-Pédro,ACTIVE,207429.19
CUST-001000163,+221696237603,Saliou,Diop,1979-05-19,LEVEL_2,2022-05-19,SEN,Kolda,ACTIVE,279209.74
CUST-001000164,+221792931863,Bineta,Bayo,1972-02-09,LEVEL_2,2025-08-29,SEN,Kolda,ACTIVE,4468.33
CUST-001000165,+225753372919,Ngoné,Compaoré,1974-09-11,LEVEL_2,2025-06-11,CIV,Abidjan,ACTIVE,382200.67
CUST-001000166,+223675557715,Bocar,Mboup,1959-05-10,LEVEL_1,2022-03-09,MLI,Mopti,ACTIVE,109420.72
CUST-001000167,+224646084446,Coumba,Yansané,1996-12-19,LEVEL_2,2022-04-10,GIN,Faranah,ACTIVE,20401.74
CUST-001000168,+225783850746,Hawa,Fall,1960-01-24,LEVEL_0,2024-10-25,CIV,Daloa,ACTIVE,198218.07
CUST-001000169,+221603419197,Mafoudia,Sakho,1976-11-03,LEVEL_2,2023-06-02,SEN,Ziguinchor,ACTIVE,177779.57
CUST-001000170,+221699931389,Alpha,Sylla,1968-12-16,LEVEL_2,2023-05-13,SEN,Kolda,ACTIVE,460813.77
CUST-001000171,+224632007387,Aminata,Konaré,2001-11-17,LEVEL_1,2021-06-16,GIN,Nzérékoré,ACTIVE,370909.84
CUST-001000172,+224786835198,Yaya,Niass,1964-12-11,LEVEL_0,2023-11-06,GIN,Mamou,DORMANT,2046.08
CUST-001000173,+221724407613,Drissa,Soumah,1986-10-06,LEVEL_2,2025-07-14,SEN,Dakar,ACTIVE,423072.54
CUST-001000174,00223674032065,Bineta,Sakho,1963-02-05,LEVEL_2,2023-08-15,MLI,Tombouctou,DORMANT,334663.02
CUST-001000175,+224734192164,Aïssatou,Cherif,1978-06-26,LEVEL_1,2023-09-13,GIN,Conakry,DORMANT,44024.04
CUST-001000176,+221706510527,Hawa,Bah,1992-10-23,LEVEL_0,2023-11-06,SEN,Kaolack,ACTIVE,216920.16
CUST-001000177,+224679518265,Mor,Wade,2000-07-22,LEVEL_2,2021-08-29,GIN,Mamou,ACTIVE,357956.43
CUST-001000178,+225755256244,Idrissa,Sy,1955-08-09,LEVEL_1,2023-11-26,CIV,Bouaké,ACTIVE,156750.89
CUST-001000179,+221760116956,Aboubacar,Gueye,1978-01-08,LEVEL_1,2023-05-27,SEN,Kaolack,ACTIVE,64950.71
CUST-001000180,+223748564933,Aminata,Dramé,1998-07-03,LEVEL_2,2023-11-10,MLI,Ségou,DORMANT,364183.85
CUST-001000181,+221720030815,Babacar,Cissé,1992-07-02,LEVEL_2,2022-05-03,SEN,Kaffrine,ACTIVE,48988.14
CUST-001000182,+221685767077,Bocar,Ndiaye,1971-01-01,LEVEL_0,2025-04-07,SEN,Kolda,ACTIVE,9569.51
CUST-001000183,+221703909803,Alpha,Yaméogo,1965-04-15,LEVEL_2,2022-02-22,SEN,Tambacounda,ACTIVE,46859.49
CUST-001000184,+225634326565,Penda,Berthé,1976-02-10,LEVEL_1,2022-11-21,CIV,Yamoussoukro,ACTIVE,193281.58
CUST-001000185,+221617082036,Tidiane,Konaté,1964-04-05,LEVEL_2,2025-11-29,SEN,Dakar,ACTIVE,264759.21
CUST-001000186,+221625509844,Adja,Fall,1967-01-02,LEVEL_1,2021-09-17,SEN,Kaolack,ACTIVE,17992.45
CUST-001000187,+221701389552,Pape,Fofana,1976-12-27,LEVEL_1,2023-01-04,SEN,Kaffrine,ACTIVE,405817.16
CUST-001000188,+225711393439,Aliou,Cherif,1957-06-02,LEVEL_2,2022-10-14,CIV,Korhogo,ACTIVE,366707.13
CUST-001000189,+223754514213,Sokhna,Yansané,1994-05-25,LEVEL_2,2025-09-01,MLI,Tombouctou,ACTIVE,143417.52
CUST-001000190,+221671278766,Mariétou,Kourouma,1955-03-20,LEVEL_2,2021-11-15,SEN,Louga,ACTIVE,413572.82
CUST-001000191,+223614105850,Aliou,Niang,2001-08-14,LEVEL_2,2025-05-11,MLI,Bamako,ACTIVE,321031.94
CUST-001000192,+224773194172,Tidiane,Diop,1989-07-28,LEVEL_0,2021-02-09,GIN,Faranah,ACTIVE,267491.62
CUST-001000193,+224778748264,Demba,Sy,1974-12-13,LEVEL_0,2022-04-16,GIN,Conakry,ACTIVE,72183.76
CUST-001000194,+224619996386,Mafoudia,Ndiaye,1992-04-07,LEVEL_2,2023-06-29,GIN,Kindia,ACTIVE,144589.4
CUST-001000195,+221 666 710752,Talla,Bah,2005-11-12,LEVEL_2,2023-05-26,SEN,Kaffrine,ACTIVE,2841.83
CUST-001000196,+223642168603,Yaya,Tall,1968-12-28,LEVEL_2,2023-10-11,MLI,Bamako,DORMANT,102890.65
CUST-001000197,+224607913286,Mariétou,Tall,1996-09-11,LEVEL_2,2024-10-23,GIN,Kindia,ACTIVE,251650.39
CUST-001000198,+225731532515,Maïmouna,Diop,1994-03-25,LEVEL_1,2021-07-23,CIV,Daloa,ACTIVE,97933.84
CUST-001000199,+221643579148,Aminata,Dramé,1997-04-18,LEVEL_0,2023-10-14,SEN,Sédhiou,ACTIVE,75823.27
CUST-001000200,+221637787563,Mohamed,Dieng,1996-04-20,LEVEL_2,2022-07-26,SEN,Saint-Louis,ACTIVE,407683.04
CUST-001000201,+224604749276,Adja,Ouédraogo,1961-09-04,LEVEL_2,2024-10-17,GIN,Kankan,ACTIVE,221353.16
CUST-001000202,+221668927515,Yaya,Sow,1972-11-28,LEVEL_1,2025-05-29,SEN,Dakar,ACTIVE,216218.02
CUST-001000203,+221715234342,Ndèye,Cherif,2005-07-01,LEVEL_2,2024-02-09,SEN,Saint-Louis,ACTIVE,28447.64
